Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
HLFQ.S8CSEHQJ9,2011.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2011.12,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2012.03,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2012.06,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2012.09,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2012.12,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2013.03,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2013.06,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2013.09,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2013.12,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2014.03,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2014.06,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2014.09,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2014.12,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2015.03,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2015.06,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2015.09,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2015.12,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2016.03,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2016.06,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2016.09,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2016.12,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2017.03,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2017.06,5.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2017.09,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2017.12,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2018.03,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2018.06,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2018.09,5.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2018.12,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2019.03,5.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2019.06,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2019.09,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2019.12,4.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2020.03,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2020.06,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2020.09,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2020.12,4.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2021.03,5.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2021.06,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2021.09,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2021.12,4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2022.03,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2022.06,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQL1,2004.03,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2004.06,4.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2004.09,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2004.12,4.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2005.03,4.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2005.06,5.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2005.09,6.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2005.12,7.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2006.03,6.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2006.06,6.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2006.09,7.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2006.12,5.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2007.03,5.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2007.06,5.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2007.09,5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2007.12,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2008.03,5.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2008.06,5.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2008.09,4.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2008.12,3.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2009.03,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2009.06,5.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2009.09,4.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2009.12,4.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2010.03,4.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2010.06,5.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2010.09,6.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2010.12,7.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2011.03,7.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2011.06,7.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2011.09,7.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2011.12,5.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2012.03,7.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2012.06,7.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
HLFQ.S8CSEHQL1,2012.09,8.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Canterbury,Aged 15-19 years,
